NN at Nomura economist NNP true IN  I
IN Nomura Research at NNP true NNP  I
NNP Research Institute Nomura NNP true NNP  I
NNP Institute . Research . false NNP  O
__NONE_PoS__ __NONE_Word__ `` __NONE_Word__ `` false __NONE_PoS__  O
__NONE_PoS__ `` If __NONE_Word__ IN true ``  O
`` If there `` EX false IN  I
IN there is If VBZ false EX  O
EX is another there DT false VBZ  I
VBZ another bad is JJ false DT  I
DT bad trade another NN false JJ  I
JJ trade number bad NN false NN  I
NN number , trade , false NN  O
NN , there number EX false ,  I
, there could , MD false EX  O
EX could be there VB false MD  O
MD be an could DT false VB  I
VB an awful be JJ false DT  I
DT awful lot an NN false JJ  I
JJ lot of awful IN false NN  O
NN of pressure lot NN false IN  I
IN pressure , of , false NN  O
NN , '' pressure '' false ,  O
, '' noted , VBD false ''  O
'' noted Simon '' NNP true VBD  I
VBD Simon Briscoe noted NNP true NNP  I
NNP Briscoe , Simon , false NNP  O
NNP , U.K. Briscoe NNP true ,  I
, U.K. economist , NN false NNP  I
NNP economist for U.K. IN false NN  O
NN for Midland economist NNP true IN  I
IN Midland Montagu for NNP true NNP  I
NNP Montagu , Midland , false NNP  O
NNP , a Montagu DT false ,  I
, a unit , NN false DT  I
DT unit of a IN false NN  O
NN of Midland unit NNP true IN  I
IN Midland Bank of NNP true NNP  I
NNP Bank PLC Midland NNP true NNP  I
NNP PLC . Bank . false NNP  O
__NONE_PoS__ __NONE_Word__ Forecasts __NONE_Word__ NNS true __NONE_PoS__  I
__NONE_PoS__ Forecasts for __NONE_Word__ IN false NNS  O
NNS for the Forecasts DT false IN  I
IN the trade for NN false DT  I
DT trade figures the NNS false NN  I
NN figures range trade VBP false NNS  O
NNS range widely figures RB false VBP  O
VBP widely , range , false RB  O
RB , but widely CC false ,  O
, but few , JJ false CC  I
CC few economists but NNS false JJ  I
JJ economists expect few VBP false NNS  O
NNS expect the economists DT false VBP  I
VBP the data expect NNS false DT  I
DT data to the TO false NNS  O
NNS to show data VB false TO  O
TO show a to DT false VB  I
VB a very show RB false DT  I
DT very marked a VBN false RB  I
RB marked improvement very NN false VBN  I
VBN improvement from marked IN false NN  O
NN from the improvement DT false IN  I
IN the # from # false DT  I
DT # 2 the CD false #  I
# 2 billion # CD false CD  I
CD billion -LRB- 2 ( false CD  I
CD -LRB- $ billion $ false (  I
( $ 3.2 -LRB- CD false $  I
$ 3.2 billion $ CD false CD  I
CD billion -RRB- 3.2 ) false CD  I
CD -RRB- deficit billion NN false )  I
) deficit in -RRB- IN false NN  O
NN in the deficit DT false IN  I
IN the current in JJ false DT  I
DT current account the NN false JJ  I
JJ account reported current VBD false NN  O
NN reported for account IN false VBD  O
VBD for August reported NNP true IN  I
IN August . for . false NNP  O
__NONE_PoS__ __NONE_Word__ The __NONE_Word__ DT true __NONE_PoS__  I
__NONE_PoS__ The August __NONE_Word__ NNP true DT  I
DT August deficit The NN false NNP  I
NNP deficit and August CC false NN  O
NN and the deficit DT false CC  I
CC the # and # false DT  I
DT # 2.2 the CD false #  I
# 2.2 billion # CD false CD  I
CD billion gap 2.2 NN false CD  I
CD gap registered billion VBN false NN  O
NN registered in gap IN false VBN  O
VBN in July registered NNP true IN  I
IN July are in VBP false NNP  O
NNP are topped July VBN false VBP  O
VBP topped only are RB false VBN  O
VBN only by topped IN false RB  O
RB by the only DT false IN  I
IN the # by # false DT  I
DT # 2.3 the CD false #  I
# 2.3 billion # CD false CD  I
CD billion deficit 2.3 NN false CD  I
CD deficit of billion IN false NN  O
NN of October deficit NNP true IN  I
IN October 1988 of CD false NNP  I
NNP 1988 . October . false CD  O
__NONE_PoS__ __NONE_Word__ Sanjay __NONE_Word__ NNP true __NONE_PoS__  I
__NONE_PoS__ Sanjay Joshi __NONE_Word__ NNP true NNP  I
NNP Joshi , Sanjay , false NNP  O
NNP , European Joshi JJ true ,  I
, European economist , NN false JJ  I
JJ economist at European IN false NN  O
NN at Baring economist NNP true IN  I
IN Baring Brothers at NNPS true NNP  I
NNP Brothers & Baring CC false NNPS  I
NNPS & Co. Brothers NNP true CC  I
CC Co. , & , false NNP  O
NNP , said Co. VBD false ,  O
, said there , EX false VBD  I
VBD there is said VBZ false EX  O
EX is no there DT false VBZ  I
VBZ no sign is NN false DT  I
DT sign that no IN false NN  O
NN that Britain sign NNP true IN  I
IN Britain 's that POS false NNP  B
NNP 's manufacturing Britain NN false POS  I
POS manufacturing industry 's NN false NN  I
NN industry is manufacturing VBZ false NN  O
NN is transforming industry VBG false VBZ  O
VBZ transforming itself is PRP false VBG  I
VBG itself to transforming TO false PRP  O
PRP to boost itself VB false TO  O
TO boost exports to NNS false VB  I
VB exports . boost . false NNS  O
__NONE_PoS__ __NONE_Word__ At __NONE_Word__ IN true __NONE_PoS__  O
__NONE_PoS__ At the __NONE_Word__ DT false IN  I
IN the same At JJ false DT  I
DT same time the NN false JJ  I
JJ time , same , false NN  O
NN , he time PRP false ,  I
, he remains , VBZ false PRP  O
PRP remains fairly he RB false VBZ  O
VBZ fairly pessimistic remains JJ false RB  O
RB pessimistic about fairly IN false JJ  O
JJ about the pessimistic DT false IN  I
IN the outlook about NN false DT  I
DT outlook for the IN false NN  O
NN for imports outlook NNS false IN  I
IN imports , for , false NNS  O
NNS , given imports VBN false ,  O
, given continued , VBD false VBN  I
VBN continued high given JJ false VBD  I
VBD high consumer continued NN false JJ  I
JJ consumer and high CC false NN  I
NN and capital consumer NN false CC  I
CC capital goods and NNS false NN  I
NN goods inflows capital NNS false NNS  I
NNS inflows . goods . false NNS  O
__NONE_PoS__ __NONE_Word__ He __NONE_Word__ PRP true __NONE_PoS__  I
__NONE_PoS__ He reckons __NONE_Word__ VBZ false PRP  O
PRP reckons the He DT false VBZ  I
VBZ the current reckons JJ false DT  I
DT current account the NN false JJ  I
JJ account deficit current NN false NN  I
NN deficit will account MD false NN  O
NN will narrow deficit VB false MD  O
MD narrow to will TO false VB  O
VB to only narrow RB false TO  I
TO only # to # false RB  I
RB # 1.8 only CD false #  I
# 1.8 billion # CD false CD  I
CD billion in 1.8 IN false CD  O
CD in September billion NNP true IN  I
IN September . in . false NNP  O
__NONE_PoS__ __NONE_Word__ However __NONE_Word__ RB true __NONE_PoS__  O
__NONE_PoS__ However , __NONE_Word__ , false RB  O
RB , Mr. However NNP true ,  I
, Mr. Dillow , NNP true NNP  I
NNP Dillow said Mr. VBD false NNP  O
NNP said he Dillow PRP false VBD  I
VBD he believes said VBZ false PRP  O
PRP believes that he IN false VBZ  O
VBZ that a believes DT false IN  I
IN a reduction that NN false DT  I
DT reduction in a IN false NN  O
NN in raw reduction JJ false IN  I
IN raw material in NN false JJ  I
JJ material stockbuilding raw VBG false NN  I
NN stockbuilding by material IN false VBG  O
VBG by industry stockbuilding NN false IN  I
IN industry could by MD false NN  O
NN could lead industry VB false MD  O
MD lead to could TO false VB  O
VB to a lead DT false TO  I
TO a sharp to JJ false DT  I
DT sharp drop a NN false JJ  I
JJ drop in sharp IN false NN  O
NN in imports drop NNS false IN  I
IN imports . in . false NNS  O
__NONE_PoS__ __NONE_Word__ Combined __NONE_Word__ VBN true __NONE_PoS__  O
__NONE_PoS__ Combined with __NONE_Word__ IN false VBN  O
VBN with at Combined IN false IN  I
IN at least with JJS false IN  I
IN least some at DT false JJS  I
JJS some rebound least NN false DT  I
DT rebound in some IN false NN  O
NN in exports rebound NNS false IN  I
IN exports after in IN false NNS  O
NNS after August exports NNP true IN  I
IN August 's after POS false NNP  B
NNP 's unexpected August JJ false POS  I
POS unexpected decline 's NN false JJ  I
JJ decline , unexpected , false NN  O
NN , the decline DT false ,  I
, the deficit , NN false DT  I
DT deficit could the MD false NN  O
NN could narrow deficit VB false MD  O
MD narrow to could TO false VB  O
VB to as narrow RB false TO  I
TO as little to JJ false RB  I
RB little as as IN false JJ  I
JJ as # little # false IN  I
IN # 1.3 as CD false #  I
# 1.3 billion # CD false CD  I
CD billion . 1.3 . false CD  O
__NONE_PoS__ __NONE_Word__ Mr. __NONE_Word__ NNP true __NONE_PoS__  I
__NONE_PoS__ Mr. Briscoe __NONE_Word__ NNP true NNP  I
NNP Briscoe , Mr. , false NNP  O
NNP , who Briscoe WP false ,  I
, who also , RB false WP  O
WP also forecasts who VBZ false RB  O
RB forecasts a also DT false VBZ  I
VBZ a # forecasts # false DT  I
DT # 1.3 a CD false #  I
# 1.3 billion # CD false CD  I
CD billion current 1.3 JJ false CD  I
CD current account billion NN false JJ  I
JJ account gap current NN false NN  I
NN gap , account , false NN  O
NN , warns gap VBZ false ,  O
, warns that , IN false VBZ  O
VBZ that even warns RB false IN  O
IN even if that IN false RB  O
RB if the even DT false IN  I
IN the trade if NN false DT  I
DT trade figures the NNS false NN  I
NN figures are trade VBP false NNS  O
NNS are bullish figures JJ false VBP  O
VBP bullish for are IN false JJ  O
JJ for sterling bullish NN false IN  I
IN sterling , for , false NN  O
NN , the sterling DT false ,  I
, the currency , NN false DT  I
DT currency wo the MD false NN  O
NN wo n't currency RB false MD  O
MD n't advance wo VB false RB  O
RB advance much n't JJ false VB  I
VB much because advance IN false JJ  O
JJ because investors much NNS false IN  I
IN investors will because MD false NNS  O
NNS will want investors VB false MD  O
MD want to will TO false VB  O
VB to see want VB false TO  O
TO see further to JJ false VB  I
VB further evidence see NN false JJ  I
JJ evidence of further IN false NN  O
NN of the evidence DT false IN  I
IN the turnaround of NN false DT  I
DT turnaround before the IN false NN  O
NN before adjusting turnaround VBG false IN  O
IN adjusting positions before NNS false VBG  I
VBG positions . adjusting . false NNS  O
__NONE_PoS__ __NONE_Word__ Nevertheless __NONE_Word__ RB true __NONE_PoS__  O
__NONE_PoS__ Nevertheless , __NONE_Word__ , false RB  O
RB , he Nevertheless PRP false ,  I
, he noted , VBD false PRP  O
PRP noted , he , false VBD  O
VBD , `` noted `` false ,  O
, `` No , DT true ``  I
`` No one `` PRP false DT  I
DT one will No MD false PRP  O
PRP will want one VB false MD  O
MD want to will TO false VB  O
VB to go want VB false TO  O
TO go into to IN false VB  O
VB into the go DT false IN  I
IN the trade into NN false DT  I
DT trade figures the NNS false NN  I
NN figures without trade IN false NNS  O
NNS without a figures DT false IN  I
IN a flat without JJ false DT  I
DT flat position a NN false JJ  I
JJ position '' flat '' false NN  O
NN '' in position IN false ''  O
'' in the '' DT false IN  I
IN the pound in NN false DT  I
DT pound . the . false NN  O
__NONE_PoS__ __NONE_Word__ Meanwhile __NONE_Word__ RB true __NONE_PoS__  O
__NONE_PoS__ Meanwhile , __NONE_Word__ , false RB  O
RB , overall Meanwhile JJ false ,  I
, overall evidence , NN false JJ  I
JJ evidence on overall IN false NN  O
NN on the evidence DT false IN  I
IN the economy on NN false DT  I
DT economy remains the VBZ false NN  O
NN remains fairly economy RB false VBZ  O
VBZ fairly clouded remains VBN false RB  O
RB clouded . fairly . false VBN  O
__NONE_PoS__ __NONE_Word__ In __NONE_Word__ IN true __NONE_PoS__  O
__NONE_PoS__ In his __NONE_Word__ PRP$ false IN  I
IN his Mansion In NNP true PRP$  I
PRP$ Mansion House his NNP true NNP  I
NNP House speech Mansion NN false NNP  I
NNP speech , House , false NN  O
NN , Mr. speech NNP true ,  I
, Mr. Lawson , NNP true NNP  I
NNP Lawson warned Mr. VBD false NNP  O
NNP warned that Lawson IN false VBD  O
VBD that a warned DT false IN  I
IN a further that JJ false DT  I
DT further slowdown a NN false JJ  I
JJ slowdown can further MD false NN  O
NN can be slowdown VB false MD  O
MD be expected can VBN false VB  O
VB expected as be IN false VBN  O
VBN as the expected DT false IN  I
IN the impact as NN false DT  I
DT impact of the IN false NN  O
NN of the impact DT false IN  I
IN the last of JJ false DT  I
DT last rise the NN false JJ  I
JJ rise in last IN false NN  O
NN in interest rise NN false IN  I
IN interest rates in NNS false NN  I
NN rates earlier interest RBR false NNS  B
NNS earlier this rates DT false RBR  I
RBR this month earlier NN false DT  I
DT month takes this VBZ false NN  O
NN takes effect month NN false VBZ  I
VBZ effect . takes . false NN  O
__NONE_PoS__ __NONE_Word__ U.K. __NONE_Word__ JJ true __NONE_PoS__  I
__NONE_PoS__ U.K. base __NONE_Word__ NN false JJ  I
JJ base rates U.K. NNS false NN  I
NN rates are base VBP false NNS  O
NNS are at rates IN false VBP  O
VBP at their are PRP$ false IN  I
IN their highest at JJS false PRP$  I
PRP$ highest level their NN false JJS  I
JJS level in highest IN false NN  O
NN in eight level CD false IN  I
IN eight years in NNS false CD  I
CD years . eight . false NNS  O
__NONE_PoS__ __NONE_Word__ But __NONE_Word__ CC true __NONE_PoS__  O
__NONE_PoS__ But consumer __NONE_Word__ NN false CC  I
CC consumer expenditure But NN false NN  I
NN expenditure data consumer NNS false NN  I
NN data released expenditure VBD false NNS  O
NNS released Friday data NNP true VBD  I
VBD Friday do released VBP false NNP  O
NNP do n't Friday RB false VBP  O
VBP n't suggest do VB false RB  O
RB suggest that n't IN false VB  O
VB that the suggest DT false IN  I
IN the U.K. that NNP true DT  I
DT U.K. economy the NN false NNP  I
NNP economy is U.K. VBZ false NN  O
NN is slowing economy VBG false VBZ  O
VBZ slowing that is DT false VBG  O
VBG that quickly slowing RB false DT  O
DT quickly . that . false RB  O
__NONE_PoS__ __NONE_Word__ The __NONE_Word__ DT true __NONE_PoS__  I
__NONE_PoS__ The figures __NONE_Word__ NNS false DT  I
DT figures show The VBP false NNS  O
NNS show that figures DT false VBP  O
VBP that spending show NN false DT  I
DT spending rose that VBD false NN  O
NN rose 0.1 spending CD false VBD  I
VBD 0.1 % rose NN false CD  I
CD % in 0.1 IN false NN  O
NN in the % DT false IN  I
IN the third in JJ false DT  I
DT third quarter the NN false JJ  I
JJ quarter from third IN false NN  O
NN from the quarter DT false IN  I
IN the second from JJ false DT  I
DT second quarter the NN false JJ  I
JJ quarter and second CC false NN  O
NN and was quarter VBD false CC  O
CC was up and IN false VBD  O
VBD up 3.8 was CD false IN  I
IN 3.8 % up NN false CD  I
CD % from 3.8 IN false NN  O
NN from a % DT false IN  I
IN a year from NN false DT  I
DT year ago a RB false NN  O
NN ago . year . false RB  O
__NONE_PoS__ __NONE_Word__ This __NONE_Word__ DT true __NONE_PoS__  I
__NONE_PoS__ This compares __NONE_Word__ VBZ false DT  O
DT compares with This IN false VBZ  O
VBZ with a compares DT false IN  I
IN a 1.6 with CD false DT  I
DT 1.6 % a NN false CD  I
CD % rise 1.6 NN false NN  I
NN rise in % IN false NN  O
NN in the rise DT false IN  I
IN the second in NN false DT  I
DT second from the IN false NN  O
NN from the second DT false IN  I
IN the first from JJ false DT  I
DT first quarter the NN false JJ  I
JJ quarter and first CC false NN  O
NN and a quarter DT false CC  I
CC a 5.4 and CD false DT  I
DT 5.4 % a NN false CD  I
CD % increase 5.4 NN false NN  I
NN increase from % IN false NN  O
NN from the increase DT false IN  I
IN the second from JJ false DT  I
DT second quarter the NN false JJ  I
JJ quarter of second IN false NN  O
NN of 1988 quarter CD false IN  I
IN 1988 . of . false CD  O
__NONE_PoS__ __NONE_Word__ Mr. __NONE_Word__ NNP true __NONE_PoS__  I
__NONE_PoS__ Mr. Dillow __NONE_Word__ NNP true NNP  I
NNP Dillow said Mr. VBD false NNP  O
NNP said the Dillow DT false VBD  I
VBD the data said NNS false DT  I
DT data show the VBP false NNS  O
NNS show the data DT false VBP  I
VBP the economy show NN false DT  I
DT economy `` the `` false NN  O
NN `` is economy VBZ false ``  O
`` is still `` RB false VBZ  O
VBZ still quite is RB false RB  O
RB quite strong still JJ false RB  O
RB strong , quite , false JJ  O
JJ , '' strong '' false ,  O
, '' but , CC false ''  O
'' but suggestions '' NNS false CC  I
CC suggestions that but IN false NNS  O
NNS that much suggestions NN false IN  I
IN much of that IN false NN  O
NN of the much DT false IN  I
IN the spending of NN false DT  I
DT spending went the VBD false NN  O
NN went on spending IN false VBD  O
VBD on services went NNS false IN  I
IN services rather on RB false NNS  O
NNS rather than services IN false RB  O
RB than consumer rather NN false IN  I
IN consumer goods than NNS false NN  I
NN goods should consumer MD false NNS  O
NNS should reduce goods VB false MD  O
MD reduce fears should NNS false VB  I
VB fears of reduce IN false NNS  O
NNS of more fears JJR false IN  I
IN more import of NN false JJR  I
JJR import rises more NNS false NN  I
NN rises . import . false NNS  O
__NONE_PoS__ __NONE_Word__ Certainly __NONE_Word__ RB true __NONE_PoS__  O
__NONE_PoS__ Certainly , __NONE_Word__ , false RB  O
RB , the Certainly DT false ,  I
, the chancellor , NN false DT  I
DT chancellor has the VBZ false NN  O
NN has made chancellor VBN false VBZ  O
VBZ made it has PRP false VBN  I
VBN it clear made JJ false PRP  O
PRP clear that it IN false JJ  O
JJ that he clear PRP false IN  I
IN he is that VBZ false PRP  O
PRP is prepared he VBN false VBZ  O
VBZ prepared to is TO false VBN  O
VBN to increase prepared VB false TO  O
TO increase interest to NN false VB  I
VB interest rates increase NNS false NN  I
NN rates again interest RB false NNS  O
NNS again if rates IN false RB  O
RB if necessary again JJ false IN  O
IN necessary to if TO false JJ  O
JJ to both necessary DT false TO  O
TO both ensure to VB false DT  O
DT ensure that both IN false VB  O
VB that a ensure DT false IN  I
IN a substantial that JJ false DT  I
DT substantial slowdown a NN false JJ  I
JJ slowdown does substantial VBZ false NN  O
NN does take slowdown VB false VBZ  O
VBZ take place does NN false VB  I
VB place and take CC false NN  O
NN and that place DT false CC  O
CC that sterling and NN false DT  I
DT sterling does that VBZ false NN  O
NN does n't sterling RB false VBZ  O
VBZ n't decline does VB false RB  O
RB decline further n't JJ false VB  O
VB further . decline . false JJ  O
__NONE_PoS__ __NONE_Word__ Thursday __NONE_Word__ NNP true __NONE_PoS__  I
__NONE_PoS__ Thursday , __NONE_Word__ , false NNP  O
NNP , he Thursday PRP false ,  I
, he reminded , VBD false PRP  O
PRP reminded his he PRP$ false VBD  I
VBD his audience reminded NN false PRP$  I
PRP$ audience that his IN false NN  O
NN that the audience DT false IN  I
IN the government that NN false DT  I
DT government `` the `` false NN  O
NN `` can government MD false ``  O
`` can not `` RB false MD  O
MD not allow can VB false RB  O
RB allow the not DT false VB  I
VB the necessary allow JJ false DT  I
DT necessary rigor the NN false JJ  I
JJ rigor of necessary IN false NN  O
NN of monetary rigor JJ false IN  I
IN monetary policy of NN false JJ  I
JJ policy to monetary TO false NN  O
NN to be policy VB false TO  O
TO be undermined to VBN false VB  O
VB undermined by be IN false VBN  O
VBN by exchange undermined NN false IN  I
IN exchange rate by NN false NN  I
NN rate weakness exchange NN false NN  I
NN weakness . rate . false NN  O
NN . '' weakness '' false .  O
__NONE_PoS__ __NONE_Word__ Analysts __NONE_Word__ NNS true __NONE_PoS__  I
__NONE_PoS__ Analysts agree __NONE_Word__ VBP false NNS  O
NNS agree there Analysts EX false VBP  I
VBP there is agree VBZ false EX  O
EX is little there JJ false VBZ  I
VBZ little holding is NN false JJ  O
JJ holding sterling little NN false NN  I
NN sterling firm holding NN false NN  O
NN firm at sterling IN false NN  O
NN at the firm DT false IN  I
IN the moment at NN false DT  I
DT moment other the JJ false NN  O
NN other than moment IN false JJ  O
JJ than Mr. other NNP true IN  I
IN Mr. Lawson than NNP true NNP  I
NNP Lawson 's Mr. POS false NNP  B
NNP 's promise Lawson NN false POS  I
POS promise that 's IN false NN  O
NN that rates promise NNS false IN  I
IN rates will that MD false NNS  O
NNS will be rates VB false MD  O
MD be pushed will VBN false VB  O
VB pushed higher be JJR false VBN  O
VBN higher if pushed IN false JJR  O
JJR if necessary higher JJ false IN  O
IN necessary . if . false JJ  O
__NONE_PoS__ __NONE_Word__ And __NONE_Word__ CC true __NONE_PoS__  O
__NONE_PoS__ And , __NONE_Word__ , false CC  O
CC , they And PRP false ,  I
, they warn , VBP false PRP  O
PRP warn , they , false VBP  O
VBP , any warn DT false ,  I
, any further , JJ false DT  I
DT further drop any NN false JJ  I
JJ drop in further IN false NN  O
NN in the drop DT false IN  I
IN the government in NN false DT  I
DT government 's the POS false NN  B
NN 's popularity government NN false POS  I
POS popularity could 's MD false NN  O
NN could swiftly popularity RB false MD  O
MD swiftly make could VB false RB  O
RB make this swiftly DT false VB  I
VB this promise make NN false DT  I
DT promise sound this NN false NN  O
NN sound hollow promise JJ false NN  O
NN hollow . sound . false JJ  O
__NONE_PoS__ __NONE_Word__ Sterling __NONE_Word__ NNP true __NONE_PoS__  I
__NONE_PoS__ Sterling was __NONE_Word__ VBD false NNP  O
NNP was already Sterling RB false VBD  O
VBD already showing was VBG false RB  O
RB showing some already DT false VBG  I
VBG some signs showing NNS false DT  I
DT signs of some IN false NNS  O
NNS of a signs DT false IN  I
IN a lack of NN false DT  I
DT lack of a IN false NN  O
NN of confidence lack NN false IN  I
IN confidence in of IN false NN  O
NN in Mr. confidence NNP true IN  I
IN Mr. Lawson in NNP true NNP  I
NNP Lawson 's Mr. POS false NNP  B
NNP 's promise Lawson NN false POS  I
POS promise Friday 's NNP true NN  B
NN Friday . promise . false NNP  O
__NONE_PoS__ __NONE_Word__ In __NONE_Word__ IN true __NONE_PoS__  O
__NONE_PoS__ In European __NONE_Word__ JJ true IN  I
IN European trading In NN false JJ  I
JJ trading it European PRP false NN  B
NN it declined trading VBD false PRP  O
PRP declined to it TO false VBD  O
VBD to $ declined $ false TO  I
TO $ 1.5890 to CD false $  I
$ 1.5890 and $ CC false CD  O
CD and 2.9495 1.5890 CD false CC  I
CC 2.9495 marks and NNS false CD  I
CD marks from 2.9495 IN false NNS  O
NNS from $ marks $ false IN  I
IN $ 1.5940 from CD false $  I
$ 1.5940 and $ CC false CD  O
CD and 2.9429 1.5940 CD false CC  I
CC 2.9429 marks and NNS false CD  I
CD marks late 2.9429 JJ false NNS  B
NNS late Thursday marks NNP true JJ  I
JJ Thursday . late . false NNP  O
__NONE_PoS__ __NONE_Word__ Economists __NONE_Word__ NNS true __NONE_PoS__  I
__NONE_PoS__ Economists suggested __NONE_Word__ VBD false NNS  O
NNS suggested that Economists IN false VBD  O
VBD that if suggested IN false IN  O
IN if the that DT false IN  I
IN the pound if NN false DT  I
DT pound falls the VBZ false NN  O
NN falls much pound JJ false VBZ  I
VBZ much below falls IN false JJ  O
JJ below 2.90 much CD false IN  I
IN 2.90 marks below NNS false CD  I
CD marks , 2.90 , false NNS  O
NNS , the marks DT false ,  I
, the government , NN false DT  I
DT government will the MD false NN  O
NN will be government VB false MD  O
